user_id,user_username,post_id,likedAt
12,mcassiano_12,3,2026-01-30T05:44:55.853820
41,liamdas-neves_41,3,2026-01-29T11:44:55.853820
3,novaesana-beatriz_3,3,2026-01-31T12:44:55.853820
6,qmoura_6,3,2026-01-30T10:44:55.853820
4,pereiraluigi_4,3,2026-01-29T17:44:55.853820
15,gustavo-henrique24_15,3,2026-01-29T11:44:55.853820
33,da-rochapedro-miguel_33,3,2026-01-30T13:44:55.853820
1,alvesyan_1,3,2026-01-30T04:44:55.853820
17,ccardoso_17,3,2026-01-30T02:44:55.853820
16,viniciuscastro_16,3,2026-01-29T05:44:55.853820
31,ucavalcanti_31,3,2026-01-29T11:44:55.853820
11,aragaovalentina_11,3,2026-01-28T13:44:55.853820
39,maria-isismoreira_39,3,2026-01-30T15:44:55.853820
7,natalia93_7,3,2026-01-31T13:44:55.853820
5,pgoncalves_5,3,2026-01-28T17:44:55.853820
27,goncalvesbenjamim_27,3,2026-01-29T12:44:55.853820
40,igor68_40,3,2026-01-30T05:44:55.853820
47,rda-paz_47,3,2026-01-29T17:44:55.853820
50,vda-rocha_50,3,2026-01-31T13:44:55.853820
28,souzavalentina_28,3,2026-01-29T02:44:55.853820
24,jaragao_24,3,2026-01-31T04:44:55.853820
18,luiz-gustavojesus_18,3,2026-01-29T07:44:55.853820
34,maria-sophiada-mota_34,3,2026-01-30T07:44:55.853820
14,kpinto_14,3,2026-01-28T22:44:55.853820
9,anthony-gabrielbarbosa_9,3,2026-01-29T19:44:55.853820
21,natalia46_21,4,2026-01-01T18:44:55.853836
11,aragaovalentina_11,4,2025-12-31T10:44:55.853836
41,liamdas-neves_41,4,2026-01-01T17:44:55.853836
6,qmoura_6,4,2026-01-02T04:44:55.853836
46,duartedaniel_46,4,2026-01-01T13:44:55.853836
43,ccassiano_43,4,2026-01-01T09:44:55.853836
48,ada-mota_48,4,2026-01-02T10:44:55.853836
22,cmacedo_22,4,2026-01-01T13:44:55.853836
29,maria-florsampaio_29,4,2025-12-31T01:44:55.853836
1,alvesyan_1,4,2026-01-02T02:44:55.853836
17,ccardoso_17,4,2025-12-31T17:44:55.853836
14,kpinto_14,4,2025-12-31T09:44:55.853836
16,viniciuscastro_16,4,2026-01-01T22:44:55.853836
5,pgoncalves_5,4,2025-12-30T22:44:55.853836
23,oleao_23,4,2025-12-30T17:44:55.853836
40,igor68_40,4,2026-01-01T02:44:55.853836
7,natalia93_7,4,2025-12-30T15:44:55.853836
44,mayaandrade_44,4,2026-01-01T05:44:55.853836
4,pereiraluigi_4,4,2025-12-31T22:44:55.853836
13,isiscampos_13,4,2025-12-31T02:44:55.853836
15,gustavo-henrique24_15,4,2025-12-30T22:44:55.853836
24,jaragao_24,4,2026-01-01T08:44:55.853836
25,raquel73_25,5,2025-12-04T16:44:55.853852
11,aragaovalentina_11,5,2025-12-06T20:44:55.853852
47,rda-paz_47,5,2025-12-05T10:44:55.853852
5,pgoncalves_5,5,2025-12-06T20:44:55.853852
36,rebecagarcia_36,5,2025-12-05T09:44:55.853852
6,qmoura_6,5,2025-12-04T19:44:55.853852
22,cmacedo_22,5,2025-12-05T01:44:55.853852
39,maria-isismoreira_39,5,2025-12-06T07:44:55.853852
40,igor68_40,5,2025-12-05T15:44:55.853852
31,ucavalcanti_31,5,2025-12-05T13:44:55.853852
45,odias_45,6,2025-12-12T02:44:55.853868
36,rebecagarcia_36,6,2025-12-10T14:44:55.853868
47,rda-paz_47,6,2025-12-10T01:44:55.853868
48,ada-mota_48,6,2025-12-09T16:44:55.853868
35,da-cunhamaria-liz_35,6,2025-12-10T15:44:55.853868
17,ccardoso_17,6,2025-12-10T10:44:55.853868
43,ccassiano_43,6,2025-12-11T02:44:55.853868
19,pietroalves_19,6,2025-12-09T23:44:55.853868
20,luiza98_20,6,2025-12-12T01:44:55.853868
16,viniciuscastro_16,6,2025-12-10T03:44:55.853868
7,natalia93_7,6,2025-12-11T04:44:55.853868
4,pereiraluigi_4,6,2025-12-11T15:44:55.853868
26,teixeiragabrielly_26,6,2025-12-12T01:44:55.853868
37,da-conceicaoalicia_37,6,2025-12-12T03:44:55.853868
49,lunna09_49,6,2025-12-10T22:44:55.853868
32,mariahcunha_32,6,2025-12-10T00:44:55.853868
10,ribeirolorena_10,6,2025-12-12T10:44:55.853868
39,maria-isismoreira_39,6,2025-12-11T14:44:55.853868
24,jaragao_24,6,2025-12-10T12:44:55.853868
1,alvesyan_1,6,2025-12-11T12:44:55.853868
14,kpinto_14,6,2025-12-11T13:44:55.853868
3,novaesana-beatriz_3,6,2025-12-11T12:44:55.853868
34,maria-sophiada-mota_34,6,2025-12-10T12:44:55.853868
27,goncalvesbenjamim_27,6,2025-12-11T22:44:55.853868
22,cmacedo_22,6,2025-12-09T18:44:55.853868
21,natalia46_21,6,2025-12-10T22:44:55.853868
30,pastorryan_30,7,2025-12-19T05:44:55.853883
17,ccardoso_17,7,2025-12-19T07:44:55.853883
15,gustavo-henrique24_15,7,2025-12-17T07:44:55.853883
18,luiz-gustavojesus_18,7,2025-12-17T04:44:55.853883
37,da-conceicaoalicia_37,7,2025-12-18T22:44:55.853883
4,pereiraluigi_4,7,2025-12-17T11:44:55.853883
10,ribeirolorena_10,7,2025-12-17T10:44:55.853883
43,ccassiano_43,7,2025-12-17T16:44:55.853883
7,natalia93_7,7,2025-12-17T13:44:55.853883
6,qmoura_6,7,2025-12-17T05:44:55.853883
23,oleao_23,7,2025-12-16T18:44:55.853883
35,da-cunhamaria-liz_35,7,2025-12-18T19:44:55.853883
27,goncalvesbenjamim_27,7,2025-12-16T23:44:55.853883
48,ada-mota_48,7,2025-12-18T20:44:55.853883
36,rebecagarcia_36,7,2025-12-17T14:44:55.853883
45,odias_45,7,2025-12-17T07:44:55.853883
25,raquel73_25,7,2025-12-17T22:44:55.853883
38,luna17_38,7,2025-12-18T05:44:55.853883
31,ucavalcanti_31,7,2025-12-16T21:44:55.853883
19,pietroalves_19,7,2025-12-17T00:44:55.853883
29,maria-florsampaio_29,7,2025-12-18T14:44:55.853883
8,jose-miguelribeiro_8,7,2025-12-19T12:44:55.853883
16,viniciuscastro_16,7,2025-12-18T15:44:55.853883
44,mayaandrade_44,7,2025-12-19T11:44:55.853883
3,novaesana-beatriz_3,7,2025-12-18T06:44:55.853883
13,isiscampos_13,7,2025-12-18T00:44:55.853883
40,igor68_40,7,2025-12-19T07:44:55.853883
2,rfernandes_2,7,2025-12-18T23:44:55.853883
45,odias_45,9,2026-01-27T06:44:55.853918
40,igor68_40,9,2026-01-28T03:44:55.853918
38,luna17_38,9,2026-01-28T21:44:55.853918
34,maria-sophiada-mota_34,9,2026-01-28T06:44:55.853918
27,goncalvesbenjamim_27,9,2026-01-27T23:44:55.853918
8,jose-miguelribeiro_8,9,2026-01-28T18:44:55.853918
46,duartedaniel_46,9,2026-01-27T00:44:55.853918
10,ribeirolorena_10,9,2026-01-27T13:44:55.853918
43,ccassiano_43,9,2026-01-28T21:44:55.853918
37,da-conceicaoalicia_37,9,2026-01-27T16:44:55.853918
48,ada-mota_48,9,2026-01-28T17:44:55.853918
49,lunna09_49,9,2026-01-29T03:44:55.853918
7,natalia93_7,9,2026-01-29T07:44:55.853918
39,maria-isismoreira_39,9,2026-01-28T12:44:55.853918
41,liamdas-neves_41,9,2026-01-26T20:44:55.853918
19,pietroalves_19,9,2026-01-29T06:44:55.853918
23,oleao_23,9,2026-01-27T09:44:55.853918
44,mayaandrade_44,9,2026-01-26T21:44:55.853918
17,ccardoso_17,9,2026-01-28T04:44:55.853918
13,isiscampos_13,9,2026-01-29T05:44:55.853918
21,natalia46_21,9,2026-01-28T16:44:55.853918
16,viniciuscastro_16,9,2026-01-27T06:44:55.853918
35,da-cunhamaria-liz_35,9,2026-01-29T08:44:55.853918
20,luiza98_20,9,2026-01-29T13:44:55.853918
29,maria-florsampaio_29,9,2026-01-26T16:44:55.853918
2,rfernandes_2,9,2026-01-27T11:44:55.853918
6,qmoura_6,9,2026-01-27T13:44:55.853918
9,anthony-gabrielbarbosa_9,9,2026-01-27T14:44:55.853918
31,ucavalcanti_31,9,2026-01-26T20:44:55.853918
5,pgoncalves_5,9,2026-01-27T20:44:55.853918
33,da-rochapedro-miguel_33,9,2026-01-26T17:44:55.853918
22,cmacedo_22,9,2026-01-28T23:44:55.853918
25,raquel73_25,9,2026-01-26T19:44:55.853918
28,souzavalentina_28,9,2026-01-28T11:44:55.853918
11,aragaovalentina_11,9,2026-01-27T14:44:55.853918
12,mcassiano_12,9,2026-01-28T00:44:55.853918
4,pereiraluigi_4,9,2026-01-28T12:44:55.853918
1,alvesyan_1,9,2026-01-29T00:44:55.853918
15,gustavo-henrique24_15,9,2026-01-29T05:44:55.853918
50,vda-rocha_50,9,2026-01-28T15:44:55.853918
30,pastorryan_30,9,2026-01-27T04:44:55.853918
24,jaragao_24,9,2026-01-26T16:44:55.853918
32,mariahcunha_32,9,2026-01-27T19:44:55.853918
3,novaesana-beatriz_3,9,2026-01-28T12:44:55.853918
36,rebecagarcia_36,9,2026-01-29T03:44:55.853918
47,rda-paz_47,9,2026-01-28T22:44:55.853918
42,dda-cruz_42,9,2026-01-27T11:44:55.853918
18,luiz-gustavojesus_18,9,2026-01-29T01:44:55.853918
26,teixeiragabrielly_26,9,2026-01-29T11:44:55.853918
14,kpinto_14,9,2026-01-28T09:44:55.853918
11,aragaovalentina_11,10,2026-02-01T14:44:55.853934
17,ccardoso_17,10,2026-02-04T01:44:55.853934
48,ada-mota_48,10,2026-02-02T05:44:55.853934
45,odias_45,10,2026-02-02T11:44:55.853934
6,qmoura_6,10,2026-02-01T14:44:55.853934
19,pietroalves_19,10,2026-02-02T17:44:55.853934
2,rfernandes_2,10,2026-02-02T21:44:55.853934
25,raquel73_25,10,2026-02-03T04:44:55.853934
4,pereiraluigi_4,10,2026-02-03T00:44:55.853934
50,vda-rocha_50,10,2026-02-03T19:44:55.853934
37,da-conceicaoalicia_37,10,2026-02-03T13:44:55.853934
14,kpinto_14,10,2026-02-03T09:44:55.853934
15,gustavo-henrique24_15,10,2026-02-03T23:44:55.853934
38,luna17_38,10,2026-02-02T21:44:55.853934
39,maria-isismoreira_39,10,2026-02-02T16:44:55.853934
18,luiz-gustavojesus_18,10,2026-02-04T00:44:55.853934
27,goncalvesbenjamim_27,10,2026-02-03T03:44:55.853934
33,da-rochapedro-miguel_33,10,2026-02-04T07:44:55.853934
44,mayaandrade_44,10,2026-02-03T15:44:55.853934
28,souzavalentina_28,10,2026-02-02T02:44:55.853934
43,ccassiano_43,10,2026-02-01T13:44:55.853934
30,pastorryan_30,10,2026-02-04T06:44:55.853934
24,jaragao_24,11,2026-01-21T08:44:55.853949
36,rebecagarcia_36,11,2026-01-20T17:44:55.853949
42,dda-cruz_42,11,2026-01-22T09:44:55.853949
39,maria-isismoreira_39,11,2026-01-22T01:44:55.853949
47,rda-paz_47,11,2026-01-21T10:44:55.853949
19,pietroalves_19,11,2026-01-22T05:44:55.853949
20,luiza98_20,11,2026-01-21T03:44:55.853949
7,natalia93_7,11,2026-01-20T10:44:55.853949
31,ucavalcanti_31,11,2026-01-22T12:44:55.853949
5,pgoncalves_5,11,2026-01-20T12:44:55.853949
22,cmacedo_22,11,2026-01-21T02:44:55.853949
18,luiz-gustavojesus_18,11,2026-01-20T01:44:55.853949
21,natalia46_21,11,2026-01-22T01:44:55.853949
46,duartedaniel_46,11,2026-01-20T05:44:55.853949
17,ccardoso_17,11,2026-01-20T22:44:55.853949
44,mayaandrade_44,11,2026-01-22T12:44:55.853949
13,isiscampos_13,11,2026-01-20T12:44:55.853949
10,ribeirolorena_10,11,2026-01-21T07:44:55.853949
16,viniciuscastro_16,11,2026-01-20T00:44:55.853949
29,maria-florsampaio_29,11,2026-01-20T17:44:55.853949
2,rfernandes_2,11,2026-01-21T10:44:55.853949
26,teixeiragabrielly_26,11,2026-01-20T17:44:55.853949
28,souzavalentina_28,11,2026-01-21T04:44:55.853949
48,ada-mota_48,11,2026-01-21T18:44:55.853949
27,goncalvesbenjamim_27,11,2026-01-21T07:44:55.853949
35,da-cunhamaria-liz_35,11,2026-01-21T12:44:55.853949
34,maria-sophiada-mota_34,11,2026-01-20T22:44:55.853949
40,igor68_40,11,2026-01-21T02:44:55.853949
11,aragaovalentina_11,11,2026-01-22T00:44:55.853949
41,liamdas-neves_41,11,2026-01-20T04:44:55.853949
1,alvesyan_1,11,2026-01-22T01:44:55.853949
32,mariahcunha_32,11,2026-01-19T19:44:55.853949
33,da-rochapedro-miguel_33,11,2026-01-19T22:44:55.853949
9,anthony-gabrielbarbosa_9,11,2026-01-22T01:44:55.853949
14,kpinto_14,11,2026-01-20T13:44:55.853949
43,ccassiano_43,11,2026-01-22T05:44:55.853949
15,gustavo-henrique24_15,11,2026-01-20T04:44:55.853949
12,mcassiano_12,11,2026-01-21T13:44:55.853949
25,raquel73_25,11,2026-01-22T08:44:55.853949
37,da-conceicaoalicia_37,11,2026-01-21T03:44:55.853949
23,oleao_23,11,2026-01-21T17:44:55.853949
4,pereiraluigi_4,11,2026-01-19T19:44:55.853949
9,anthony-gabrielbarbosa_9,12,2026-01-30T23:44:55.853964
13,isiscampos_13,12,2026-02-02T03:44:55.853964
22,cmacedo_22,12,2026-02-01T07:44:55.853964
27,goncalvesbenjamim_27,12,2026-01-31T11:44:55.853964
37,da-conceicaoalicia_37,12,2026-02-01T05:44:55.853964
30,pastorryan_30,12,2026-01-30T20:44:55.853964
10,ribeirolorena_10,12,2026-01-30T13:44:55.853964
21,natalia46_21,12,2026-02-01T22:44:55.853964
12,mcassiano_12,12,2026-02-01T00:44:55.853964
49,lunna09_49,13,2026-02-01T02:44:55.853980
11,aragaovalentina_11,13,2026-01-31T14:44:55.853980
37,da-conceicaoalicia_37,13,2026-01-29T13:44:55.853980
50,vda-rocha_50,13,2026-01-29T17:44:55.853980
32,mariahcunha_32,13,2026-02-01T09:44:55.853980
6,qmoura_6,13,2026-01-30T14:44:55.853980
9,anthony-gabrielbarbosa_9,13,2026-01-31T12:44:55.853980
40,igor68_40,13,2026-01-29T14:44:55.853980
28,souzavalentina_28,13,2026-01-31T06:44:55.853980
41,liamdas-neves_41,13,2026-02-01T08:44:55.853980
42,dda-cruz_42,13,2026-01-30T13:44:55.853980
26,teixeiragabrielly_26,13,2026-01-29T15:44:55.853980
43,ccassiano_43,13,2026-01-29T13:44:55.853980
47,rda-paz_47,14,2026-01-02T17:44:55.853994
16,viniciuscastro_16,14,2026-01-04T13:44:55.853994
15,gustavo-henrique24_15,14,2026-01-03T21:44:55.853994
45,odias_45,14,2026-01-05T09:44:55.853994
23,oleao_23,14,2026-01-02T19:44:55.853994
20,luiza98_20,14,2026-01-02T19:44:55.853994
9,anthony-gabrielbarbosa_9,14,2026-01-03T02:44:55.853994
7,natalia93_7,14,2026-01-02T15:44:55.853994
25,raquel73_25,14,2026-01-02T19:44:55.853994
33,da-rochapedro-miguel_33,14,2026-01-03T03:44:55.853994
38,luna17_38,14,2026-01-04T18:44:55.853994
50,vda-rocha_50,14,2026-01-04T21:44:55.853994
11,aragaovalentina_11,14,2026-01-04T13:44:55.853994
5,pgoncalves_5,14,2026-01-03T04:44:55.853994
3,novaesana-beatriz_3,14,2026-01-05T11:44:55.853994
39,maria-isismoreira_39,14,2026-01-03T21:44:55.853994
19,pietroalves_19,14,2026-01-05T01:44:55.853994
30,pastorryan_30,14,2026-01-03T08:44:55.853994
22,cmacedo_22,14,2026-01-03T15:44:55.853994
14,kpinto_14,14,2026-01-02T14:44:55.853994
29,maria-florsampaio_29,14,2026-01-04T03:44:55.853994
32,mariahcunha_32,14,2026-01-04T18:44:55.853994
37,da-conceicaoalicia_37,14,2026-01-03T01:44:55.853994
40,igor68_40,14,2026-01-05T07:44:55.853994
49,lunna09_49,14,2026-01-03T23:44:55.853994
12,mcassiano_12,14,2026-01-03T06:44:55.853994
43,ccassiano_43,14,2026-01-04T18:44:55.853994
6,qmoura_6,14,2026-01-03T02:44:55.853994
13,isiscampos_13,14,2026-01-05T06:44:55.853994
1,alvesyan_1,14,2026-01-03T04:44:55.853994
8,jose-miguelribeiro_8,14,2026-01-04T01:44:55.853994
35,da-cunhamaria-liz_35,14,2026-01-03T03:44:55.853994
28,souzavalentina_28,14,2026-01-03T02:44:55.853994
24,jaragao_24,14,2026-01-05T04:44:55.853994
21,natalia46_21,14,2026-01-03T14:44:55.853994
10,ribeirolorena_10,14,2026-01-03T14:44:55.853994
44,mayaandrade_44,14,2026-01-03T22:44:55.853994
36,rebecagarcia_36,14,2026-01-05T07:44:55.853994
2,rfernandes_2,14,2026-01-03T14:44:55.853994
46,duartedaniel_46,14,2026-01-04T10:44:55.853994
27,goncalvesbenjamim_27,15,2025-12-06T10:44:55.854011
19,pietroalves_19,15,2025-12-07T07:44:55.854011
11,aragaovalentina_11,15,2025-12-07T10:44:55.854011
3,novaesana-beatriz_3,15,2025-12-07T21:44:55.854011
36,rebecagarcia_36,15,2025-12-06T23:44:55.854011
32,mariahcunha_32,15,2025-12-06T00:44:55.854011
14,kpinto_14,15,2025-12-07T12:44:55.854011
31,ucavalcanti_31,15,2025-12-07T08:44:55.854011
22,cmacedo_22,15,2025-12-06T12:44:55.854011
16,viniciuscastro_16,15,2025-12-06T03:44:55.854011
1,alvesyan_1,15,2025-12-07T16:44:55.854011
40,igor68_40,15,2025-12-07T16:44:55.854011
6,qmoura_6,15,2025-12-07T23:44:55.854011
8,jose-miguelribeiro_8,15,2025-12-06T23:44:55.854011
45,odias_45,15,2025-12-07T14:44:55.854011
10,ribeirolorena_10,15,2025-12-08T02:44:55.854011
38,luna17_38,15,2025-12-07T18:44:55.854011
33,da-rochapedro-miguel_33,15,2025-12-06T10:44:55.854011
5,pgoncalves_5,15,2025-12-06T03:44:55.854011
24,jaragao_24,15,2025-12-06T05:44:55.854011
43,ccassiano_43,15,2025-12-05T20:44:55.854011
4,pereiraluigi_4,15,2025-12-06T09:44:55.854011
9,anthony-gabrielbarbosa_9,15,2025-12-06T02:44:55.854011
21,natalia46_21,15,2025-12-07T18:44:55.854011
37,da-conceicaoalicia_37,15,2025-12-08T02:44:55.854011
15,gustavo-henrique24_15,15,2025-12-08T13:44:55.854011
35,da-cunhamaria-liz_35,15,2025-12-07T21:44:55.854011
28,souzavalentina_28,15,2025-12-06T12:44:55.854011
25,raquel73_25,15,2025-12-07T13:44:55.854011
2,rfernandes_2,15,2025-12-07T10:44:55.854011
29,maria-florsampaio_29,15,2025-12-05T16:44:55.854011
34,maria-sophiada-mota_34,15,2025-12-06T05:44:55.854011
50,vda-rocha_50,15,2025-12-08T02:44:55.854011
30,pastorryan_30,15,2025-12-08T03:44:55.854011
12,mcassiano_12,15,2025-12-06T03:44:55.854011
13,isiscampos_13,15,2025-12-07T17:44:55.854011
48,ada-mota_48,15,2025-12-07T21:44:55.854011
49,lunna09_49,15,2025-12-05T18:44:55.854011
7,natalia93_7,15,2025-12-05T21:44:55.854011
18,luiz-gustavojesus_18,15,2025-12-06T22:44:55.854011
44,mayaandrade_44,15,2025-12-07T05:44:55.854011
39,maria-isismoreira_39,15,2025-12-05T14:44:55.854011
23,oleao_23,15,2025-12-08T08:44:55.854011
41,liamdas-neves_41,15,2025-12-08T13:44:55.854011
17,ccardoso_17,15,2025-12-06T17:44:55.854011
22,cmacedo_22,16,2025-12-15T00:44:55.854025
34,maria-sophiada-mota_34,16,2025-12-17T04:44:55.854025
49,lunna09_49,16,2025-12-16T22:44:55.854025
45,odias_45,16,2025-12-16T05:44:55.854025
47,rda-paz_47,16,2025-12-15T04:44:55.854025
40,igor68_40,16,2025-12-17T04:44:55.854025
7,natalia93_7,16,2025-12-14T15:44:55.854025
28,souzavalentina_28,16,2025-12-15T02:44:55.854025
16,viniciuscastro_16,16,2025-12-16T16:44:55.854025
31,ucavalcanti_31,16,2025-12-16T17:44:55.854025
23,oleao_23,16,2025-12-14T17:44:55.854025
25,raquel73_25,16,2025-12-17T12:44:55.854025
10,ribeirolorena_10,16,2025-12-17T11:44:55.854025
36,rebecagarcia_36,16,2025-12-14T13:44:55.854025
4,pereiraluigi_4,16,2025-12-15T00:44:55.854025
1,alvesyan_1,16,2025-12-16T03:44:55.854025
11,aragaovalentina_11,16,2025-12-17T06:44:55.854025
33,da-rochapedro-miguel_33,16,2025-12-17T12:44:55.854025
41,liamdas-neves_41,16,2025-12-15T15:44:55.854025
43,ccassiano_43,16,2025-12-16T23:44:55.854025
42,dda-cruz_42,16,2025-12-16T08:44:55.854025
32,mariahcunha_32,16,2025-12-16T11:44:55.854025
6,qmoura_6,16,2025-12-14T19:44:55.854025
3,novaesana-beatriz_3,16,2025-12-15T17:44:55.854025
39,maria-isismoreira_39,16,2025-12-16T23:44:55.854025
30,pastorryan_30,16,2025-12-16T07:44:55.854025
48,ada-mota_48,16,2025-12-17T12:44:55.854025
8,jose-miguelribeiro_8,16,2025-12-17T01:44:55.854025
24,jaragao_24,16,2025-12-16T11:44:55.854025
9,anthony-gabrielbarbosa_9,16,2025-12-16T22:44:55.854025
2,rfernandes_2,16,2025-12-15T03:44:55.854025
17,ccardoso_17,16,2025-12-15T01:44:55.854025
46,duartedaniel_46,16,2025-12-15T17:44:55.854025
13,isiscampos_13,16,2025-12-14T13:44:55.854025
19,pietroalves_19,16,2025-12-16T08:44:55.854025
14,kpinto_14,16,2025-12-16T10:44:55.854025
37,da-conceicaoalicia_37,16,2025-12-16T02:44:55.854025
20,luiza98_20,16,2025-12-17T11:44:55.854025
18,luiz-gustavojesus_18,16,2025-12-17T07:44:55.854025
12,mcassiano_12,16,2025-12-16T12:44:55.854025
38,luna17_38,16,2025-12-15T02:44:55.854025
50,vda-rocha_50,16,2025-12-14T18:44:55.854025
32,mariahcunha_32,17,2026-01-28T04:44:55.854039
9,anthony-gabrielbarbosa_9,17,2026-01-29T15:44:55.854039
46,duartedaniel_46,17,2026-01-28T16:44:55.854039
47,rda-paz_47,17,2026-01-29T23:44:55.854039
27,goncalvesbenjamim_27,17,2026-01-28T13:44:55.854039
7,natalia93_7,17,2026-01-29T08:44:55.854039
17,ccardoso_17,17,2026-01-28T02:44:55.854039
